institution_id,inspection_date,institution_type,status,infrastructure_score,faculty_score,student_performance_score,compliance_level,overall_score
382,2024-07-26 16:47:46.632846,Engineering,In Progress,0.5361582376289693,0.6576315144052798,0.6751111373122093,Partially Compliant,0.8408927488942273
383,2024-03-11 16:47:46.632847,Engineering,Scheduled,0.9775576036458506,0.8495993942115929,0.7387543833600781,Fully Compliant,0.9443762418751362
384,2024-08-11 16:47:46.632849,Architecture,Completed,0.7612882996683725,0.7094561671443086,0.7978163222338884,Non-Compliant,0.8462570063805965
385,2023-10-15 16:47:46.632850,Pharmacy,In Progress,0.6497828389769369,0.795133727417605,0.8074399626973824,Non-Compliant,0.6217641694497682
386,2023-12-11 16:47:46.632852,Applied Arts and Crafts,In Progress,0.5384310376380818,0.6329089297108247,0.9590442419899049,Non-Compliant,0.9658296248795095
387,2024-04-11 16:47:46.632853,Engineering,Scheduled,0.7503121340352089,0.7838336228854492,0.9981696504470018,Non-Compliant,0.5524178736029957
388,2024-04-10 16:47:46.632855,Applied Arts and Crafts,Completed,0.8972577722453743,0.7225853872171281,0.8320944765585642,Non-Compliant,0.6339713750534239
389,2024-05-31 16:47:46.632856,Engineering,In Progress,0.853543238633349,0.9289524844741417,0.5723327255230906,Non-Compliant,0.7600973038619427
390,2023-09-12 16:47:46.632858,Management,Scheduled,0.5251130057319868,0.6227914907989472,0.9278514413766061,Partially Compliant,0.7828710130354507
391,2023-10-14 16:47:46.632859,Engineering,In Progress,0.5364509176839518,0.767442909967332,0.429532548724457,Partially Compliant,0.5076552933134527
392,2023-11-17 16:47:46.632861,Architecture,Scheduled,0.7014366413163186,0.7833725696525752,0.5386485117246977,Partially Compliant,0.89028636291047
393,2024-01-29 16:47:46.632862,Pharmacy,Completed,0.6476452470239716,0.8900024305196474,0.938431430478229,Partially Compliant,0.6808036592126947
394,2023-09-24 16:47:46.632864,Management,Completed,0.6161921615280239,0.8297150300360844,0.553714908663613,Fully Compliant,0.7032092705010689
395,2024-07-11 16:47:46.632865,Engineering,Completed,0.6405022494543569,0.8668849348776724,0.5323906357730491,Partially Compliant,0.9046847722184729
396,2024-03-31 16:47:46.632867,Applied Arts and Crafts,Completed,0.9017413716484424,0.9108197142607024,0.48287517588414836,Non-Compliant,0.6896416958637723
397,2024-02-27 16:47:46.632868,Management,In Progress,0.9646140268159269,0.9448811894632755,0.9154670545881499,Partially Compliant,0.5236124382473775
398,2024-06-29 16:47:46.632870,Management,In Progress,0.7025513472637832,0.7255501986889882,0.700034955514652,Partially Compliant,0.5882198852351752
399,2024-02-23 16:47:46.632871,Engineering,Completed,0.9530555010662485,0.8152090821455612,0.8049359218324929,Non-Compliant,0.9779515861940912
400,2024-04-28 16:47:46.632873,Management,Completed,0.660747850623941,0.9360432313756799,0.5434398304450179,Partially Compliant,0.5352026812012571
401,2024-04-03 16:47:46.632874,Applied Arts and Crafts,Completed,0.7382184931718958,0.9957804523860225,0.8548242526067299,Partially Compliant,0.6774656004840081
402,2023-10-22 16:47:46.632876,Management,In Progress,0.6130144989079999,0.9558077244175053,0.8560033269772591,Partially Compliant,0.7515895835256723
403,2024-07-04 16:47:46.632877,Applied Arts and Crafts,Completed,0.820238021087922,0.7485869050497507,0.5875588149449801,Fully Compliant,0.74664041366928
404,2023-09-24 16:47:46.632879,Engineering,Completed,0.9894905575874045,0.6780666068874601,0.6464095798061698,Partially Compliant,0.5019799715060713
405,2023-10-31 16:47:46.632880,Pharmacy,Completed,0.8017465480216893,0.7957570149626355,0.5258141664581205,Non-Compliant,0.7505813657287452
406,2024-03-04 16:47:46.632882,Management,Scheduled,0.6789070420567744,0.8966565807344169,0.9859366139937425,Non-Compliant,0.6918862289887047
407,2024-03-14 16:47:46.632883,Pharmacy,Completed,0.8239087229952642,0.797027628301319,0.787361546235047,Partially Compliant,0.9860396677372786
408,2023-10-10 16:47:46.632885,Applied Arts and Crafts,Scheduled,0.5614603392326938,0.7932723453254674,0.9607263284293093,Partially Compliant,0.579579541996915
409,2023-12-04 16:47:46.632886,Management,Scheduled,0.9443295401326993,0.9352921684327202,0.5820313261774799,Partially Compliant,0.6770770983797475
410,2024-07-08 16:47:46.632888,Architecture,Completed,0.7515419753899182,0.7445615116268746,0.8691345477981338,Non-Compliant,0.7097407425449098
411,2024-05-22 16:47:46.632889,Pharmacy,Scheduled,0.724674871019821,0.9439178699246582,0.8595151863308452,Non-Compliant,0.6953467685504744
412,2023-12-11 16:47:46.632891,Management,Completed,0.7929323942267597,0.7627219203806894,0.814993391119925,Fully Compliant,0.8329154138259313
413,2024-07-09 16:47:46.632892,Pharmacy,In Progress,0.8123919313947012,0.7312932422713357,0.9793833851600803,Fully Compliant,0.6077564287738844
414,2024-07-02 16:47:46.632895,Management,In Progress,0.5358879031132565,0.7815959644798796,0.6361332016637894,Fully Compliant,0.6105357764069959
415,2024-05-15 16:47:46.632897,Engineering,In Progress,0.8413086106117011,0.9049787834699474,0.4784303941538544,Non-Compliant,0.8646054742504266
416,2024-08-26 16:47:46.632898,Pharmacy,In Progress,0.6209658401577648,0.6504008111455977,0.8030253155464364,Fully Compliant,0.7501452593390898
417,2024-05-20 16:47:46.632900,Architecture,Scheduled,0.8569763162532948,0.6785676863488069,0.8375858802863237,Partially Compliant,0.7075778380286553
418,2024-02-17 16:47:46.632901,Architecture,Completed,0.9112673971920984,0.9805779302652368,0.7450363440752888,Partially Compliant,0.5846015258386259
419,2023-12-13 16:47:46.632903,Applied Arts and Crafts,Completed,0.9019792537762601,0.6701966509525429,0.5240907358800377,Non-Compliant,0.5937636114560834
420,2023-09-01 16:47:46.632904,Management,Completed,0.7762504837039446,0.8270909271724218,0.7026735650016133,Fully Compliant,0.5052758184079502
421,2023-09-16 16:47:46.632906,Pharmacy,In Progress,0.7600849461553756,0.8317257866647751,0.5873138419414776,Partially Compliant,0.5457131344308546
422,2024-07-15 16:47:46.632907,Applied Arts and Crafts,In Progress,0.5714379806697059,0.7958497848200979,0.6564799169000135,Non-Compliant,0.7784193473451205
423,2023-09-11 16:47:46.632909,Pharmacy,Completed,0.8876730752015678,0.8578980994307275,0.7871311455067983,Fully Compliant,0.9459365650042049
424,2023-10-25 16:47:46.632910,Management,In Progress,0.6357046902233572,0.6919306903190473,0.8471288456145007,Partially Compliant,0.6435823825652787
425,2023-10-28 16:47:46.632912,Architecture,Completed,0.7483477114089733,0.8210649071106992,0.5393348145408059,Fully Compliant,0.663873612948064
426,2024-04-09 16:47:46.632913,Engineering,Completed,0.6421370464637584,0.7488693020987588,0.643195216388172,Non-Compliant,0.5578028053057561
427,2023-12-06 16:47:46.632915,Architecture,Completed,0.5669141814998466,0.8646669038516757,0.5614969425949775,Fully Compliant,0.6943154728035514
428,2024-04-29 16:47:46.632916,Applied Arts and Crafts,Completed,0.8147788484458682,0.6564894173492598,0.5191789683171215,Non-Compliant,0.5186108522846646
429,2024-05-17 16:47:46.632918,Engineering,Completed,0.5271660174114519,0.8283509667357905,0.8700323319975031,Fully Compliant,0.9588003481309502
430,2024-03-26 16:47:46.632919,Applied Arts and Crafts,Completed,0.8743226170631,0.6741081421533295,0.9455516166621954,Partially Compliant,0.8365556740622644
431,2024-04-06 16:47:46.632921,Management,Completed,0.6587933976305583,0.7114572252460145,0.6221393114107461,Non-Compliant,0.9953744046966094
432,2024-04-08 16:47:46.632922,Engineering,In Progress,0.5000673465022427,0.6874839201294333,0.8507673546242601,Non-Compliant,0.9414115813392469
433,2024-05-03 16:47:46.632924,Applied Arts and Crafts,Completed,0.7555645696186148,0.6731351119475268,0.9381971736186466,Non-Compliant,0.7364952968490763
434,2023-10-17 16:47:46.632925,Management,Completed,0.5234259542638016,0.9302843806242668,0.9076745263181389,Fully Compliant,0.7598425155751884
435,2023-11-30 16:47:46.632927,Architecture,In Progress,0.6380847789104498,0.7142830270643561,0.5096880331235356,Fully Compliant,0.5952880232585969
436,2024-05-31 16:47:46.632928,Management,In Progress,0.8534882437278581,0.9708495127457797,0.9737751289080168,Partially Compliant,0.7310196714197779
437,2024-07-04 16:47:46.632929,Pharmacy,In Progress,0.5313448108109329,0.9879706101380763,0.6260058642576775,Non-Compliant,0.9515139367464058
438,2023-09-20 16:47:46.632931,Management,Completed,0.9196692461780012,0.8285041879748389,0.6035443967043018,Non-Compliant,0.5254267118179106
439,2024-01-15 16:47:46.632932,Management,Scheduled,0.5019099613292916,0.6572004490662905,0.43745879636666823,Fully Compliant,0.9317784014991548
440,2024-05-06 16:47:46.632934,Pharmacy,Scheduled,0.6234119346009511,0.7498192973518325,0.6917041924629298,Fully Compliant,0.6704739008213049
441,2023-10-18 16:47:46.632935,Applied Arts and Crafts,In Progress,0.8704520280760357,0.9190929053392856,0.46540816938455726,Partially Compliant,0.949756382548155
442,2023-11-26 16:47:46.632937,Applied Arts and Crafts,Scheduled,0.6581350748646534,0.7469562914788281,0.5491238925564557,Partially Compliant,0.9704399531707424
443,2024-04-26 16:47:46.632938,Management,In Progress,0.5509461940330067,0.6348068873211155,0.5901655730603689,Fully Compliant,0.835432443500953
444,2024-04-24 16:47:46.632940,Pharmacy,Completed,0.6801169594002139,0.8227139643712752,0.8852957940950105,Non-Compliant,0.8322118932963389
445,2024-07-04 16:47:46.632941,Pharmacy,Scheduled,0.6351966431922628,0.9380483405984139,0.9252931902375379,Partially Compliant,0.7263771688543701
446,2024-05-01 16:47:46.632943,Architecture,Completed,0.9213559510802775,0.9183705548574009,0.5814797904768818,Fully Compliant,0.9177701122718538
447,2024-08-30 16:47:46.632944,Applied Arts and Crafts,Scheduled,0.6566739587925716,0.6700492560521413,0.9152188727467443,Fully Compliant,0.9808063792166416
448,2024-01-05 16:47:46.632946,Engineering,Completed,0.8944662358880036,0.8691058457649867,0.9143385624218746,Non-Compliant,0.8875409001695596
449,2023-11-15 16:47:46.632947,Applied Arts and Crafts,Scheduled,0.9459360724053674,0.6882017053742588,0.8587905702309241,Fully Compliant,0.8109683668783546
450,2024-05-27 16:47:46.632949,Applied Arts and Crafts,Completed,0.7169087097882647,0.6872830138208689,0.48801706840910897,Fully Compliant,0.8033964479106683
451,2024-04-27 16:47:46.632950,Architecture,Completed,0.9549715719271961,0.9496287093220741,0.8141937081404373,Partially Compliant,0.9247349507918312
452,2024-05-05 16:47:46.632952,Engineering,Scheduled,0.6886590269815964,0.699867581096092,0.9670144387483413,Fully Compliant,0.7706018828856491
453,2024-07-14 16:47:46.632953,Architecture,Completed,0.9820392082450541,0.7052989386072045,0.8095242872602942,Fully Compliant,0.9019299431244113
454,2024-06-03 16:47:46.632955,Engineering,Completed,0.5446447622627865,0.6002613563045198,0.5989701094647004,Partially Compliant,0.7544426275871229
455,2024-01-07 16:47:46.632956,Management,Completed,0.8435096332516214,0.9482676136502071,0.7003475904584988,Non-Compliant,0.5312221374869621
456,2023-12-03 16:47:46.632958,Engineering,Scheduled,0.7469070202284643,0.9170379252836539,0.7874350260106322,Non-Compliant,0.6919735044520776
457,2024-02-24 16:47:46.632959,Architecture,Scheduled,0.6938244027278235,0.8509315740362712,0.7063422452371021,Partially Compliant,0.7222204788357494
458,2024-02-21 16:47:46.632961,Applied Arts and Crafts,Completed,0.8163559393743005,0.900106305575537,0.4719717650385819,Partially Compliant,0.5708086224933087
459,2024-06-23 16:47:46.632962,Engineering,Completed,0.8519285458171656,0.6608194269697967,0.5872384267912124,Non-Compliant,0.5512481645946063
460,2023-11-27 16:47:46.632964,Engineering,Scheduled,0.5021816348251545,0.7833294378350302,0.8814376183321795,Non-Compliant,0.7677324748284771
461,2023-09-17 16:47:46.632965,Pharmacy,Scheduled,0.5834765443735994,0.7404877549395124,0.9168508276573104,Non-Compliant,0.542571818278041
462,2023-12-28 16:47:46.632967,Applied Arts and Crafts,Completed,0.8565230253171594,0.6375106105028066,0.4823800196293422,Non-Compliant,0.6514725839450419
463,2024-06-16 16:47:46.632968,Management,Completed,0.8331927067891032,0.7944521940859696,0.9714320514392347,Non-Compliant,0.872298487981538
464,2024-03-30 16:47:46.632970,Architecture,Completed,0.9830237525643386,0.9682958601370542,0.5972935707091657,Partially Compliant,0.9822160897839904
465,2024-04-09 16:47:46.632971,Management,In Progress,0.8805188951253915,0.6160236476202777,0.7973882432384319,Fully Compliant,0.8589352902759643
466,2024-06-06 16:47:46.632973,Applied Arts and Crafts,Scheduled,0.9753863538656691,0.7165843653975176,0.8510950875740086,Non-Compliant,0.996312774226435
467,2024-02-28 16:47:46.632974,Engineering,In Progress,0.8512702507674035,0.6830163744822814,0.8871677407827301,Non-Compliant,0.8491689856397013
468,2023-11-20 16:47:46.632976,Engineering,Scheduled,0.6490261043197216,0.6952586614662785,0.9674498213355581,Fully Compliant,0.6468972353271638
469,2024-01-24 16:47:46.632977,Applied Arts and Crafts,Scheduled,0.5526824611254282,0.9633738207517502,0.5877517288172935,Fully Compliant,0.836026270252681
470,2024-06-23 16:47:46.632979,Engineering,Scheduled,0.8909119316724678,0.7872276216937161,0.9151038727309327,Fully Compliant,0.8510783825984519
471,2024-07-15 16:47:46.632980,Engineering,Scheduled,0.822074610737958,0.7865197651759275,0.47901214206172427,Fully Compliant,0.6858634923082303
472,2024-05-29 16:47:46.632982,Engineering,Scheduled,0.5240930061966481,0.9042302569821129,0.8230245438121556,Fully Compliant,0.5088569253046945
473,2024-01-06 16:47:46.632983,Architecture,Scheduled,0.6800252329504892,0.6617968816019703,0.8451866377083915,Fully Compliant,0.8515998923877435
474,2024-02-09 16:47:46.632985,Architecture,Scheduled,0.978399907742143,0.7949061416400203,0.8066339447207923,Partially Compliant,0.5108500476377709
475,2024-01-26 16:47:46.632986,Pharmacy,In Progress,0.7502005728551007,0.7719940856484239,0.5513888416810918,Fully Compliant,0.8155940390300356
476,2023-09-25 16:47:46.632988,Management,Completed,0.7163645680098523,0.8387642762186625,0.923825888209122,Fully Compliant,0.5818082443712775
477,2024-07-23 16:47:46.632989,Applied Arts and Crafts,Completed,0.728849802579647,0.9998230813001754,0.5013150780222371,Partially Compliant,0.7828017638740217
478,2024-05-23 16:47:46.632991,Applied Arts and Crafts,In Progress,0.6044413620025819,0.9077795576328188,0.4321808749124985,Fully Compliant,0.7519565126903001
479,2023-11-16 16:47:46.632992,Applied Arts and Crafts,In Progress,0.6843535854323977,0.7591462812069708,0.8304789943671473,Non-Compliant,0.5067568211530913
480,2023-12-21 16:47:46.632994,Pharmacy,In Progress,0.6849066279935883,0.9310212209096188,0.6852854291396402,Non-Compliant,0.6814329084975517
481,2024-01-22 16:47:46.632995,Architecture,In Progress,0.5261775100937363,0.668283345324992,0.9094588119752056,Fully Compliant,0.8005455836981514
482,2023-09-09 16:47:46.632996,Pharmacy,Scheduled,0.8837838142589591,0.6121854745235841,0.6300382846349554,Partially Compliant,0.9243032759493899
483,2024-08-08 16:47:46.632998,Applied Arts and Crafts,Completed,0.7082522159519395,0.6817793489857092,0.5009671531046277,Non-Compliant,0.9443210569182586
484,2023-12-25 16:47:46.632999,Management,Scheduled,0.9110899434082116,0.7361646224457038,0.9018653154819218,Partially Compliant,0.7419249850166116
485,2024-08-21 16:47:46.633001,Engineering,Completed,0.9251740005599477,0.804232302983824,0.729345778984043,Non-Compliant,0.8642112436497191
486,2023-12-29 16:47:46.633002,Architecture,Completed,0.605997027349329,0.8460516562164799,0.513517475434213,Fully Compliant,0.6582272882667288
487,2023-10-11 16:47:46.633004,Architecture,In Progress,0.8286767410850643,0.9642422868857687,0.8322303991518675,Partially Compliant,0.6710932028793287
488,2024-05-23 16:47:46.633005,Pharmacy,Scheduled,0.7361409020814909,0.8039416038201831,0.7066681830937003,Partially Compliant,0.5972317595911569
489,2023-11-15 16:47:46.633007,Architecture,In Progress,0.9400783689607426,0.8005102578502917,0.7625877893441919,Partially Compliant,0.7809740549966196
490,2024-03-04 16:47:46.633008,Applied Arts and Crafts,Scheduled,0.607870339588227,0.6200972039291929,0.6765390029239492,Non-Compliant,0.6572820754636826
491,2024-01-21 16:47:46.633010,Applied Arts and Crafts,Completed,0.838906600155022,0.6139646210624895,0.8972253902908038,Non-Compliant,0.5421854482192525
492,2023-12-25 16:47:46.633011,Pharmacy,In Progress,0.8038760611263613,0.8204639847665488,0.8977376294098299,Non-Compliant,0.8425030433315894
493,2024-04-06 16:47:46.633013,Applied Arts and Crafts,In Progress,0.6476507387859164,0.7752714452993378,0.8256332930946317,Fully Compliant,0.853876603802699
494,2024-05-27 16:47:46.633014,Management,Completed,0.5683004518255863,0.9356721579921194,0.4632408264378774,Non-Compliant,0.6799962093895289
495,2023-12-18 16:47:46.633015,Pharmacy,Completed,0.8258198802386383,0.6642718338847381,0.9033123171424413,Fully Compliant,0.5383616997280114
496,2023-10-11 16:47:46.633017,Management,Completed,0.8692987290661653,0.6099886648468198,0.8026077883197459,Partially Compliant,0.713148858701713
497,2024-08-27 16:47:46.633018,Engineering,In Progress,0.6578136718816749,0.7796155071720503,0.8182144996025797,Partially Compliant,0.7211677290251077
498,2024-08-15 16:47:46.633020,Management,Scheduled,0.8224163020111569,0.694991422700903,0.617789704242323,Fully Compliant,0.8343354424489464
499,2023-11-25 16:47:46.633021,Engineering,In Progress,0.6975654538057516,0.6198457493355349,0.927567733694204,Non-Compliant,0.6577081956293418
500,2023-09-30 16:47:46.633023,Engineering,Scheduled,0.8566034416413089,0.8898393147390515,0.8352229601409145,Fully Compliant,0.8412996398906527
501,2023-12-28 16:47:46.633024,Management,In Progress,0.5996076374470265,0.6446371999828989,0.4675542799175167,Partially Compliant,0.9357442708786942
502,2023-12-17 16:47:46.633026,Pharmacy,In Progress,0.9451075013180872,0.8433278000031087,0.6446668206436976,Partially Compliant,0.6187430211810999
503,2024-03-24 16:47:46.633027,Applied Arts and Crafts,Completed,0.6437047982327899,0.7124199000667556,0.931828217176085,Fully Compliant,0.9894597780599499
504,2023-09-26 16:47:46.633029,Applied Arts and Crafts,Scheduled,0.6838929938780764,0.6693984201420088,0.4283180210184274,Non-Compliant,0.6931840685684034
505,2024-04-01 16:47:46.633030,Engineering,In Progress,0.5290459760401749,0.7519006091677269,0.9768499717852297,Non-Compliant,0.6336293425735309
506,2024-03-06 16:47:46.633032,Engineering,In Progress,0.5557561061606382,0.9205783104891815,0.8074975409917377,Fully Compliant,0.7107555912551453
507,2024-03-21 16:47:46.633033,Pharmacy,Completed,0.7579309513561641,0.7568374307618291,0.778825586586026,Fully Compliant,0.5471987379519296
508,2024-07-29 16:47:46.633035,Architecture,Completed,0.6337963383639857,0.9003078596844223,0.5623355538927949,Non-Compliant,0.5628529532560578
509,2024-03-05 16:47:46.633036,Management,Scheduled,0.9177401128710971,0.6501945187196603,0.5492750732435062,Partially Compliant,0.7072170234841657
510,2024-05-22 16:47:46.633038,Engineering,In Progress,0.5073466943274769,0.9091085678660317,0.9652349316931573,Fully Compliant,0.88122226096955
511,2023-12-07 16:47:46.633039,Applied Arts and Crafts,Scheduled,0.689547024335968,0.6947733299626594,0.5789634725404736,Non-Compliant,0.9501561197872455
512,2023-10-13 16:47:46.633041,Pharmacy,In Progress,0.6686727733845463,0.8709572519555491,0.8653031780313997,Non-Compliant,0.8324089953581355
513,2024-06-27 16:47:46.633042,Management,Scheduled,0.5096638154588005,0.8263126219363985,0.6358730789242475,Partially Compliant,0.5526097776190848
514,2024-03-16 16:47:46.633044,Pharmacy,Completed,0.5621841995002551,0.9716578868846749,0.4835524424708224,Partially Compliant,0.8360098810902675
515,2023-10-06 16:47:46.633045,Management,In Progress,0.7068213374593176,0.7549290071901256,0.4064291786172154,Partially Compliant,0.817713960351486
516,2024-07-19 16:47:46.633047,Management,Scheduled,0.7464322922237233,0.6264660755337762,0.7265544022091505,Partially Compliant,0.9028819591466657
517,2024-07-18 16:47:46.633048,Engineering,Completed,0.7021448736274345,0.6076621942205012,0.9854672911293596,Partially Compliant,0.9126243333260904
518,2023-11-20 16:47:46.633050,Pharmacy,Completed,0.7654688392060469,0.9307434243891013,0.6214817162855227,Fully Compliant,0.9341015378894895
519,2024-08-19 16:47:46.633051,Pharmacy,Scheduled,0.7975658374528407,0.8098942550645729,0.6143154003958269,Non-Compliant,0.7070657572895491
520,2024-05-28 16:47:46.633053,Applied Arts and Crafts,In Progress,0.5049619105639178,0.9100976207339797,0.6064549707096653,Fully Compliant,0.8489321976760722
521,2023-11-03 16:47:46.633054,Applied Arts and Crafts,In Progress,0.7320475797267519,0.6937702400046059,0.712326302382915,Fully Compliant,0.6341251794611553
522,2023-12-22 16:47:46.633056,Engineering,Completed,0.9817496204437941,0.7380334982052935,0.6643989300545762,Fully Compliant,0.9996681399917522
523,2024-01-02 16:47:46.633057,Engineering,In Progress,0.7595161400647743,0.6120415488845276,0.9279487760362087,Fully Compliant,0.58766712068843
524,2024-07-27 16:47:46.633059,Architecture,In Progress,0.8387711337294765,0.9845969298296449,0.7033124750340942,Fully Compliant,0.5050572158304178
525,2024-01-29 16:47:46.633060,Applied Arts and Crafts,In Progress,0.6559319289584415,0.8671471626803253,0.7046547029131413,Partially Compliant,0.574404357259088
526,2023-09-29 16:47:46.633062,Management,Completed,0.8869956890763813,0.9732820351037225,0.483022956832334,Partially Compliant,0.8879361447720633
527,2024-06-02 16:47:46.633063,Pharmacy,Scheduled,0.8864607409380576,0.7061985629716289,0.9896437245462316,Non-Compliant,0.7233918382541058
528,2023-12-11 16:47:46.633065,Engineering,In Progress,0.7606480238270694,0.8445854444902643,0.5499837345212978,Fully Compliant,0.7237501239052142
529,2024-05-30 16:47:46.633066,Pharmacy,Completed,0.9880069116396069,0.8713999873170551,0.4440184404757616,Non-Compliant,0.9775114598058343
530,2024-06-02 16:47:46.633068,Pharmacy,Completed,0.5627751073813267,0.7270198801030353,0.7978877493851253,Partially Compliant,0.9598174540140372
531,2024-05-08 16:47:46.633069,Architecture,Scheduled,0.5084738324447905,0.9392436940062521,0.7572198220941236,Partially Compliant,0.6555973689020046
532,2024-05-18 16:47:46.633071,Applied Arts and Crafts,In Progress,0.885079105878548,0.9788645851600991,0.6490873923956475,Partially Compliant,0.6045290643904331
533,2024-02-17 16:47:46.633072,Engineering,In Progress,0.9035777686824413,0.9539420470784017,0.6533153403284069,Fully Compliant,0.9242411049668698
534,2023-10-22 16:47:46.633074,Pharmacy,Scheduled,0.5601036145602881,0.895626790375749,0.8710383526278587,Fully Compliant,0.9530095355221816
535,2024-05-09 16:47:46.633075,Engineering,Scheduled,0.632791416479303,0.7109858718899816,0.5174275840597895,Partially Compliant,0.7707984613992435
536,2024-06-17 16:47:46.633077,Management,Completed,0.5087761816833145,0.7126464168422527,0.8921519913669338,Non-Compliant,0.8147118555585502
537,2024-01-27 16:47:46.633078,Architecture,Completed,0.6466543053902823,0.9853441281784152,0.7892482683370109,Non-Compliant,0.6284571423461467
538,2023-11-28 16:47:46.633080,Management,Scheduled,0.8865709369593358,0.6041137983742768,0.6513818642677146,Partially Compliant,0.9004013439892623
539,2023-12-26 16:47:46.633081,Engineering,In Progress,0.7589802638562895,0.8864199892968578,0.6748171699503211,Non-Compliant,0.8160612142245116
540,2024-03-20 16:47:46.633083,Engineering,Completed,0.674047796584144,0.8824984650221048,0.5539883243116575,Partially Compliant,0.7517567556489984
541,2023-09-09 16:47:46.633084,Applied Arts and Crafts,Completed,0.6858696474531651,0.849075816379919,0.8512685996181849,Non-Compliant,0.5300542780391979
542,2024-02-21 16:47:46.633086,Pharmacy,In Progress,0.5006768128577341,0.9960435384347464,0.7077248453831606,Partially Compliant,0.9579674812555768
543,2024-01-17 16:47:46.633087,Pharmacy,Completed,0.6499002637826179,0.7247517743054901,0.5925127256499062,Non-Compliant,0.8077257101922031
544,2024-03-07 16:47:46.633088,Management,In Progress,0.8232293708189653,0.7359887455172992,0.7576300694565702,Fully Compliant,0.596345547346484
545,2024-05-24 16:47:46.633090,Architecture,In Progress,0.9870972219081786,0.6315757611786222,0.9974406712307938,Partially Compliant,0.8031930584915263
546,2024-07-26 16:47:46.633091,Pharmacy,In Progress,0.9235304134919498,0.777119254617495,0.6611573677939323,Partially Compliant,0.8387316771199866
547,2024-05-27 16:47:46.633093,Applied Arts and Crafts,Scheduled,0.5117974823227646,0.7044194104939392,0.9524148404671717,Non-Compliant,0.7628851683416127
548,2024-04-01 16:47:46.633094,Management,Scheduled,0.9492803023374197,0.7373546808710577,0.6070101039547396,Partially Compliant,0.8590508689780112
549,2024-04-02 16:47:46.633096,Management,Scheduled,0.891599206649313,0.933828716102251,0.43283962415499155,Partially Compliant,0.7907269739643121
550,2024-02-23 16:47:46.633097,Applied Arts and Crafts,In Progress,0.8901880617854903,0.9741938054109983,0.5225452638210574,Partially Compliant,0.9738847910160742
551,2024-01-20 16:47:46.633099,Architecture,In Progress,0.7289978795017857,0.6742932288020742,0.6512170859966105,Fully Compliant,0.5268485392996534
552,2024-07-25 16:47:46.633100,Applied Arts and Crafts,Scheduled,0.6990026464772514,0.7490035726213863,0.5317809571567415,Fully Compliant,0.5531228542347802
553,2023-12-07 16:47:46.633102,Architecture,Completed,0.6514578644165963,0.9714522248461577,0.40013622293095336,Non-Compliant,0.5868358184771699
554,2024-03-01 16:47:46.633103,Applied Arts and Crafts,In Progress,0.5328474294771829,0.6247233842756891,0.9490009226485163,Fully Compliant,0.845085535302166
555,2024-08-18 16:47:46.633105,Applied Arts and Crafts,Completed,0.6141176817468496,0.6369442112445514,0.9063276467385574,Non-Compliant,0.8227979363749043
556,2023-11-26 16:47:46.633106,Engineering,Completed,0.6233018174890124,0.6651163956824917,0.8453753388921683,Fully Compliant,0.9460294301048471
557,2024-01-27 16:47:46.633108,Management,In Progress,0.7420385348551009,0.8380851336507499,0.5006887573876172,Non-Compliant,0.8664387264419492
558,2023-09-11 16:47:46.633109,Applied Arts and Crafts,In Progress,0.8737222032983469,0.660188908402399,0.47221814572599163,Fully Compliant,0.7541777437822961
559,2023-09-05 16:47:46.633111,Applied Arts and Crafts,Completed,0.7369049141989733,0.9872305525802934,0.4405628496834299,Fully Compliant,0.9959158962318151
560,2023-11-19 16:47:46.633112,Pharmacy,Completed,0.5289222247235803,0.7786858109034082,0.8344175132637527,Non-Compliant,0.6330539780846496
561,2023-12-02 16:47:46.633114,Management,Scheduled,0.9788949004941019,0.8006071841400666,0.9572847764127311,Partially Compliant,0.916595829892727
562,2024-06-30 16:47:46.633115,Pharmacy,Scheduled,0.9713621595470561,0.6986634463221626,0.6583214925478222,Partially Compliant,0.7133951860969596
563,2024-06-08 16:47:46.633117,Management,In Progress,0.8925947715742042,0.7883841009738933,0.4714844031976289,Fully Compliant,0.8243675694378672
564,2024-01-27 16:47:46.633118,Pharmacy,Scheduled,0.9956639507821103,0.8647654530548046,0.707435692439264,Non-Compliant,0.863634235226217
565,2023-09-24 16:47:46.633120,Applied Arts and Crafts,Scheduled,0.7722411664001314,0.9004708547816171,0.6092991444751781,Partially Compliant,0.8168770435951682
566,2024-02-26 16:47:46.633121,Applied Arts and Crafts,Scheduled,0.981384175126603,0.9015472330839652,0.6248949546099987,Non-Compliant,0.5702536515542966
567,2024-08-12 16:47:46.633123,Engineering,Scheduled,0.5378025203083754,0.8311564450776353,0.7727983744934244,Partially Compliant,0.7214755053739663
568,2024-03-07 16:47:46.633124,Pharmacy,Completed,0.6828403741306857,0.9617439099975429,0.8312308679573214,Non-Compliant,0.7807191889665621
569,2024-05-23 16:47:46.633126,Architecture,In Progress,0.6126906340033829,0.9269631389224438,0.4663621593238965,Fully Compliant,0.9245218795892984
570,2024-01-11 16:47:46.633127,Engineering,Scheduled,0.5979165420671351,0.9028192458794502,0.42135413848388586,Non-Compliant,0.7218228743992862
571,2024-06-16 16:47:46.633129,Pharmacy,Completed,0.570401474446338,0.6222422086721843,0.9965981816114289,Partially Compliant,0.9593736524021257
