date,subdivision,certificate_type,processing_time,status
2024-08-24 12:58:45.788084,North,Birth,26,Issued
2024-08-02 12:58:45.788103,West,Caste,28,Rejected
2024-08-27 12:58:45.788122,South,Income,22,Issued
2024-08-23 12:58:45.788143,Central,Death,13,Issued
2024-08-20 12:58:45.788161,North,Income,14,Issued
2024-08-11 12:58:45.788182,East,Birth,17,Issued
2024-08-20 12:58:45.788203,South,Domicile,11,Issued
2024-08-07 12:58:45.788223,West,Marriage,9,Rejected
2024-08-04 12:58:45.788243,West,Caste,7,Issued
2024-08-12 12:58:45.788264,Central,Death,18,Issued
2024-08-14 12:58:45.788284,East,Caste,26,Issued
2024-08-15 12:58:45.788305,South,Marriage,11,Issued
2024-08-04 12:58:45.788324,West,Caste,22,Pending
2024-08-12 12:58:45.788343,West,Caste,6,Issued
2024-08-07 12:58:45.788362,Central,Marriage,26,Pending
2024-08-02 12:58:45.788390,Central,Death,18,Pending
2024-08-05 12:58:45.788417,South,Income,14,Rejected
2024-08-14 12:58:45.788437,South,Birth,17,Pending
2024-08-02 12:58:45.788456,West,Domicile,16,Pending
2024-08-02 12:58:45.788475,West,Marriage,16,Issued
2024-08-02 12:58:45.788495,Central,Caste,21,Issued
2024-08-05 12:58:45.788517,North,Income,28,Rejected
2024-08-01 12:58:45.788535,North,Death,28,Pending
2024-08-04 12:58:45.788554,West,Marriage,15,Issued
2024-08-11 12:58:45.788576,Central,Caste,24,Issued
2024-08-06 12:58:45.788595,East,Birth,27,Pending
2024-08-07 12:58:45.788614,Central,Caste,17,Pending
2024-08-17 12:58:45.788632,Central,Caste,21,Issued
2024-08-16 12:58:45.788651,West,Caste,16,Rejected
2024-08-13 12:58:45.788671,East,Income,4,Issued
2024-08-11 12:58:45.788689,West,Domicile,10,Issued
2024-08-07 12:58:45.788710,South,Domicile,23,Issued
2024-08-13 12:58:45.788729,North,Death,11,Issued
2024-08-02 12:58:45.788750,South,Caste,9,Issued
2024-08-11 12:58:45.788771,Central,Marriage,1,Issued
2024-08-05 12:58:45.788792,West,Marriage,13,Issued
2024-08-01 12:58:45.788811,East,Income,19,Issued
2024-08-11 12:58:45.788832,West,Marriage,26,Issued
2024-08-21 12:58:45.788851,South,Marriage,6,Issued
2024-08-03 12:58:45.788869,West,Birth,11,Pending
2024-08-21 12:58:45.788890,West,Domicile,27,Issued
2024-08-15 12:58:45.788912,North,Death,21,Issued
2024-08-19 12:58:45.788940,North,Income,25,Issued
2024-08-25 12:58:45.788960,East,Death,22,Issued
2024-08-28 12:58:45.788979,West,Marriage,21,Issued
2024-08-14 12:58:45.788998,Central,Caste,17,Pending
2024-08-07 12:58:45.789017,East,Caste,9,Pending
2024-08-11 12:58:45.789036,South,Death,1,Pending
2024-08-18 12:58:45.789055,Central,Income,22,Pending
2024-08-27 12:58:45.789073,South,Marriage,16,Issued
2024-08-10 12:58:45.789091,East,Birth,18,Issued
2024-08-26 12:58:45.789110,South,Marriage,2,Issued
2024-08-06 12:58:45.789129,West,Income,26,Issued
2024-08-27 12:58:45.789150,North,Domicile,16,Pending
2024-08-26 12:58:45.789169,Central,Death,1,Rejected
2024-08-15 12:58:45.789187,South,Domicile,14,Pending
2024-08-29 12:58:45.789206,Central,Birth,12,Issued
2024-08-20 12:58:45.789224,South,Birth,4,Issued
2024-08-14 12:58:45.789243,West,Death,24,Issued
2024-08-22 12:58:45.789261,East,Income,18,Issued
2024-08-08 12:58:45.789280,Central,Domicile,3,Pending
2024-08-26 12:58:45.789298,East,Death,1,Issued
2024-08-14 12:58:45.789317,Central,Income,23,Issued
2024-08-08 12:58:45.789335,South,Birth,9,Issued
2024-08-01 12:58:45.789353,North,Income,11,Pending
2024-08-02 12:58:45.789372,North,Domicile,25,Issued
2024-08-20 12:58:45.789390,South,Caste,7,Issued
2024-08-15 12:58:45.789412,East,Birth,29,Issued
2024-08-20 12:58:45.789433,West,Domicile,22,Issued
2024-08-30 12:58:45.789454,South,Death,5,Rejected
2024-08-21 12:58:45.789472,South,Birth,24,Issued
2024-08-21 12:58:45.789491,East,Death,8,Issued
2024-08-03 12:58:45.789509,West,Death,8,Issued
2024-08-18 12:58:45.789532,West,Death,22,Pending
2024-08-17 12:58:45.789551,South,Caste,24,Pending
2024-08-30 12:58:45.789569,West,Marriage,29,Pending
2024-08-12 12:58:45.789588,South,Death,4,Pending
2024-08-30 12:58:45.789606,East,Birth,8,Issued
2024-08-05 12:58:45.789625,Central,Caste,7,Issued
2024-08-22 12:58:45.789644,South,Income,7,Issued
2024-08-26 12:58:45.789664,South,Income,23,Issued
2024-08-08 12:58:45.789683,North,Marriage,25,Issued
2024-08-29 12:58:45.789701,South,Income,18,Issued
2024-08-02 12:58:45.789720,Central,Marriage,28,Issued
2024-08-21 12:58:45.789738,South,Domicile,3,Issued
2024-08-05 12:58:45.789759,South,Domicile,23,Issued
2024-08-27 12:58:45.789777,East,Marriage,10,Issued
2024-08-22 12:58:45.789796,South,Domicile,28,Issued
2024-08-15 12:58:45.789814,South,Death,5,Pending
2024-08-29 12:58:45.789833,North,Marriage,27,Rejected
2024-08-10 12:58:45.789854,North,Income,24,Issued
2024-08-07 12:58:45.789874,East,Domicile,15,Pending
2024-08-04 12:58:45.789895,North,Birth,22,Issued
2024-08-29 12:58:45.789915,East,Birth,3,Pending
2024-08-12 12:58:45.789934,East,Income,10,Rejected
2024-08-01 12:58:45.789952,West,Income,20,Issued
2024-08-19 12:58:45.789972,Central,Death,6,Rejected
2024-08-18 12:58:45.789990,West,Caste,15,Issued
2024-08-09 12:58:45.790009,West,Income,14,Pending
2024-08-26 12:58:45.790028,North,Caste,29,Pending
2024-08-20 12:58:45.790047,West,Income,19,Issued
2024-08-21 12:58:45.790066,South,Caste,26,Issued
2024-08-24 12:58:45.790085,East,Income,1,Pending
2024-08-03 12:58:45.790103,South,Birth,15,Issued
2024-08-27 12:58:45.790122,North,Income,22,Issued
2024-08-10 12:58:45.790143,South,Birth,15,Issued
2024-08-14 12:58:45.790162,South,Income,11,Issued
2024-08-26 12:58:45.790180,West,Marriage,19,Issued
2024-08-04 12:58:45.790206,Central,Income,27,Issued
2024-08-28 12:58:45.790225,Central,Income,23,Issued
2024-08-13 12:58:45.790244,South,Caste,7,Pending
2024-08-13 12:58:45.790272,South,Caste,1,Pending
2024-08-19 12:58:45.790293,East,Death,2,Issued
2024-08-07 12:58:45.790313,Central,Marriage,14,Pending
2024-08-28 12:58:45.790333,South,Domicile,1,Pending
2024-08-10 12:58:45.790352,West,Caste,1,Issued
2024-08-03 12:58:45.790370,West,Marriage,16,Issued
2024-08-02 12:58:45.790388,Central,Income,18,Issued
2024-08-25 12:58:45.790412,East,Marriage,6,Pending
2024-08-20 12:58:45.790430,East,Domicile,8,Issued
2024-08-10 12:58:45.790449,East,Domicile,10,Pending
2024-08-03 12:58:45.790468,Central,Income,20,Issued
2024-08-14 12:58:45.790486,East,Death,2,Issued
2024-08-28 12:58:45.790506,Central,Caste,24,Issued
2024-08-17 12:58:45.790527,West,Income,9,Issued
2024-08-27 12:58:45.790546,South,Caste,17,Pending
2024-08-20 12:58:45.790565,South,Domicile,29,Issued
2024-08-11 12:58:45.790583,West,Domicile,8,Issued
2024-08-11 12:58:45.790602,South,Birth,23,Pending
2024-08-08 12:58:45.790621,West,Death,21,Issued
2024-08-27 12:58:45.790639,East,Domicile,4,Issued
2024-08-20 12:58:45.790659,North,Income,27,Pending
2024-08-17 12:58:45.790677,North,Marriage,17,Pending
2024-08-17 12:58:45.790697,East,Death,29,Pending
2024-08-12 12:58:45.790716,North,Birth,13,Pending
2024-08-26 12:58:45.790734,East,Domicile,22,Rejected
2024-08-27 12:58:45.790753,North,Income,27,Issued
2024-08-04 12:58:45.790773,South,Income,7,Pending
2024-08-05 12:58:45.790792,North,Birth,2,Issued
2024-08-07 12:58:45.790810,West,Domicile,26,Pending
2024-08-24 12:58:45.790829,South,Income,1,Issued
2024-08-30 12:58:45.790848,East,Marriage,7,Pending
2024-08-26 12:58:45.790866,East,Caste,10,Rejected
2024-08-14 12:58:45.790885,Central,Marriage,14,Issued
2024-08-01 12:58:45.790903,South,Death,10,Issued
2024-08-26 12:58:45.790921,West,Marriage,18,Issued
2024-08-21 12:58:45.790939,Central,Caste,25,Issued
2024-08-19 12:58:45.790958,West,Caste,10,Issued
2024-08-18 12:58:45.790976,North,Birth,13,Issued
2024-08-29 12:58:45.790996,South,Income,21,Issued
2024-08-06 12:58:45.791014,North,Marriage,24,Pending
2024-08-30 12:58:45.791033,East,Birth,23,Pending
2024-08-27 12:58:45.791052,Central,Death,23,Issued
2024-08-04 12:58:45.791074,Central,Marriage,10,Pending
2024-08-01 12:58:45.791093,South,Death,26,Pending
2024-08-09 12:58:45.791111,North,Domicile,17,Issued
2024-08-05 12:58:45.791130,North,Marriage,22,Pending
2024-08-27 12:58:45.791148,Central,Birth,27,Issued
2024-08-13 12:58:45.791167,West,Income,10,Pending
2024-08-02 12:58:45.791185,North,Caste,9,Issued
2024-08-01 12:58:45.791206,East,Birth,4,Pending
2024-08-16 12:58:45.791225,North,Birth,3,Issued
2024-08-05 12:58:45.791243,West,Income,6,Issued
2024-08-03 12:58:45.791261,East,Birth,7,Pending
2024-08-01 12:58:45.791279,South,Domicile,27,Issued
2024-08-01 12:58:45.791298,North,Marriage,29,Issued
2024-08-22 12:58:45.791316,East,Death,2,Pending
2024-08-03 12:58:45.791335,North,Birth,27,Issued
2024-08-03 12:58:45.791353,South,Birth,15,Pending
2024-08-09 12:58:45.791372,North,Death,5,Pending
2024-08-13 12:58:45.791390,South,Domicile,3,Issued
2024-08-18 12:58:45.791409,West,Domicile,25,Pending
2024-08-04 12:58:45.791428,East,Caste,14,Issued
2024-08-02 12:58:45.791446,South,Death,3,Pending
2024-08-28 12:58:45.791465,North,Domicile,25,Issued
2024-08-27 12:58:45.791486,East,Birth,20,Issued
2024-08-04 12:58:45.791507,South,Death,24,Rejected
2024-08-30 12:58:45.791528,South,Birth,20,Issued
2024-08-12 12:58:45.791549,North,Death,4,Pending
2024-08-28 12:58:45.791567,North,Birth,14,Rejected
2024-08-13 12:58:45.791589,Central,Income,23,Issued
2024-08-28 12:58:45.791608,Central,Income,7,Issued
2024-08-13 12:58:45.791629,West,Caste,18,Issued
2024-08-24 12:58:45.791650,West,Birth,24,Rejected
2024-08-05 12:58:45.791672,East,Death,7,Issued
2024-08-08 12:58:45.791693,East,Birth,23,Pending
2024-08-17 12:58:45.791711,South,Income,1,Pending
2024-08-17 12:58:45.791730,West,Death,7,Issued
2024-08-11 12:58:45.791748,South,Caste,9,Issued
2024-08-10 12:58:45.791767,North,Birth,22,Issued
2024-08-09 12:58:45.791785,Central,Caste,6,Rejected
2024-08-14 12:58:45.791808,North,Marriage,13,Rejected
2024-08-27 12:58:45.791826,Central,Domicile,29,Pending
2024-08-02 12:58:45.791845,West,Birth,6,Issued
2024-08-27 12:58:45.791867,Central,Domicile,4,Issued
2024-08-06 12:58:45.791887,Central,Caste,7,Issued
2024-08-11 12:58:45.791906,East,Death,2,Pending
2024-08-25 12:58:45.791925,West,Marriage,19,Pending
2024-08-19 12:58:45.791946,South,Marriage,25,Issued
2024-08-18 12:58:45.791965,South,Marriage,13,Pending
2024-08-04 12:58:45.791986,Central,Death,11,Issued
2024-08-01 12:58:45.792006,West,Birth,1,Issued
2024-08-14 12:58:45.792024,East,Income,13,Issued
2024-08-13 12:58:45.792042,East,Death,23,Pending
2024-08-04 12:58:45.792061,South,Birth,1,Issued
2024-08-22 12:58:45.792079,West,Income,17,Pending
2024-08-02 12:58:45.792098,East,Birth,19,Rejected
2024-08-26 12:58:45.792117,Central,Income,20,Issued
2024-08-18 12:58:45.792136,East,Birth,5,Issued
2024-08-06 12:58:45.792155,East,Income,9,Issued
2024-08-04 12:58:45.792175,South,Death,21,Issued
2024-08-12 12:58:45.792195,Central,Death,6,Pending
2024-08-10 12:58:45.792214,Central,Domicile,20,Issued
2024-08-08 12:58:45.792234,West,Marriage,20,Rejected
2024-08-19 12:58:45.792252,East,Caste,20,Pending
2024-08-27 12:58:45.792271,East,Income,14,Issued
2024-08-15 12:58:45.792290,East,Death,26,Issued
2024-08-18 12:58:45.792308,West,Death,20,Pending
2024-08-12 12:58:45.792327,North,Domicile,22,Pending
2024-08-23 12:58:45.792345,Central,Birth,10,Issued
2024-08-03 12:58:45.792365,Central,Birth,4,Pending
2024-08-26 12:58:45.792384,Central,Death,23,Pending
2024-08-18 12:58:45.792401,West,Birth,18,Rejected
2024-08-14 12:58:45.792420,East,Marriage,4,Issued
2024-08-11 12:58:45.792439,South,Domicile,20,Issued
2024-08-28 12:58:45.792458,East,Birth,1,Issued
2024-08-09 12:58:45.792476,South,Birth,2,Issued
2024-08-26 12:58:45.792495,South,Caste,26,Issued
2024-08-26 12:58:45.792513,South,Domicile,19,Issued
2024-08-25 12:58:45.792535,South,Marriage,21,Pending
2024-08-08 12:58:45.792554,North,Marriage,23,Issued
2024-08-24 12:58:45.792572,East,Income,29,Issued
2024-08-16 12:58:45.792591,North,Birth,27,Pending
2024-08-23 12:58:45.792609,South,Caste,17,Issued
2024-08-06 12:58:45.792630,North,Caste,9,Pending
2024-08-08 12:58:45.792648,Central,Marriage,9,Issued
2024-08-03 12:58:45.792668,South,Marriage,19,Issued
2024-08-11 12:58:45.792687,North,Income,11,Pending
2024-08-13 12:58:45.792709,North,Birth,26,Issued
2024-08-13 12:58:45.792730,North,Caste,10,Issued
2024-08-17 12:58:45.792748,East,Domicile,22,Issued
2024-08-20 12:58:45.792767,South,Domicile,5,Issued
2024-08-08 12:58:45.792785,North,Income,10,Issued
2024-08-28 12:58:45.792809,Central,Domicile,23,Issued
2024-08-30 12:58:45.792828,South,Death,25,Issued
2024-08-20 12:58:45.792845,East,Domicile,12,Issued
2024-08-12 12:58:45.792867,West,Caste,7,Issued
2024-08-25 12:58:45.792885,Central,Birth,8,Pending
2024-08-03 12:58:45.792904,West,Caste,15,Pending
2024-08-08 12:58:45.792922,North,Death,19,Issued
2024-08-01 12:58:45.792942,Central,Birth,2,Issued
2024-08-23 12:58:45.792961,West,Marriage,2,Issued
2024-08-03 12:58:45.792979,North,Marriage,20,Issued
2024-08-19 12:58:45.792998,South,Domicile,5,Pending
2024-08-15 12:58:45.793016,South,Caste,1,Issued
2024-08-21 12:58:45.793035,East,Domicile,21,Pending
2024-08-23 12:58:45.793053,North,Income,6,Rejected
2024-08-17 12:58:45.793072,West,Income,6,Pending
2024-08-05 12:58:45.793090,West,Caste,11,Pending
2024-08-19 12:58:45.793111,Central,Caste,26,Pending
2024-08-02 12:58:45.793130,Central,Income,5,Issued
2024-08-02 12:58:45.793148,Central,Domicile,10,Issued
2024-08-06 12:58:45.793167,East,Domicile,20,Rejected
2024-08-02 12:58:45.793185,East,Birth,25,Pending
2024-08-23 12:58:45.793204,North,Domicile,1,Issued
2024-08-20 12:58:45.793222,South,Caste,4,Issued
2024-08-08 12:58:45.793240,East,Income,11,Issued
2024-08-21 12:58:45.793260,South,Caste,16,Pending
2024-08-22 12:58:45.793282,East,Birth,28,Rejected
2024-08-28 12:58:45.793303,West,Marriage,5,Issued
2024-08-20 12:58:45.793322,South,Marriage,28,Issued
2024-08-06 12:58:45.793343,South,Domicile,15,Pending
2024-08-19 12:58:45.793378,North,Marriage,1,Issued
2024-08-24 12:58:45.793398,Central,Marriage,29,Pending
2024-08-10 12:58:45.793415,East,Caste,8,Issued
2024-08-11 12:58:45.793434,West,Domicile,14,Issued
2024-08-10 12:58:45.793452,West,Birth,5,Pending
2024-08-14 12:58:45.793474,South,Marriage,18,Issued
2024-08-24 12:58:45.793494,East,Caste,18,Issued
2024-08-27 12:58:45.793513,West,Death,29,Pending
2024-08-13 12:58:45.793531,Central,Income,4,Rejected
2024-08-13 12:58:45.793554,East,Domicile,28,Pending
2024-08-16 12:58:45.793574,North,Death,13,Issued
2024-08-19 12:58:45.793592,East,Caste,9,Rejected
2024-08-22 12:58:45.793610,Central,Birth,24,Issued
2024-08-02 12:58:45.793629,Central,Birth,24,Issued
2024-08-28 12:58:45.793648,North,Caste,29,Issued
2024-08-30 12:58:45.793667,South,Caste,16,Issued
2024-08-11 12:58:45.793686,Central,Domicile,2,Issued
2024-08-14 12:58:45.793705,North,Income,26,Rejected
2024-08-19 12:58:45.793723,East,Marriage,26,Issued
2024-08-03 12:58:45.793743,Central,Marriage,8,Issued
2024-08-28 12:58:45.793761,South,Caste,19,Issued
2024-08-08 12:58:45.793780,West,Caste,15,Issued
2024-08-18 12:58:45.793798,North,Domicile,20,Issued
2024-08-20 12:58:45.793820,West,Marriage,16,Pending
2024-08-03 12:58:45.793840,South,Birth,3,Issued
2024-08-04 12:58:45.793858,East,Marriage,21,Issued
2024-08-07 12:58:45.793876,West,Marriage,28,Issued
2024-08-29 12:58:45.793895,East,Caste,21,Issued
2024-08-15 12:58:45.793914,West,Birth,17,Rejected
2024-08-16 12:58:45.793933,North,Birth,5,Issued
2024-08-02 12:58:45.793951,East,Domicile,7,Issued
2024-08-28 12:58:45.793970,East,Birth,17,Issued
2024-08-23 12:58:45.793988,West,Caste,2,Issued
2024-08-15 12:58:45.794008,North,Caste,3,Issued
2024-08-02 12:58:45.794026,West,Death,1,Issued
2024-08-19 12:58:45.794049,South,Birth,2,Pending
2024-08-22 12:58:45.794068,West,Marriage,20,Pending
2024-08-02 12:58:45.794087,Central,Domicile,17,Issued
2024-08-16 12:58:45.794105,West,Caste,6,Issued
2024-08-18 12:58:45.794124,Central,Domicile,5,Issued
2024-08-11 12:58:45.794143,West,Marriage,22,Issued
2024-08-23 12:58:45.794160,North,Marriage,7,Issued
2024-08-28 12:58:45.794182,East,Caste,13,Issued
2024-08-12 12:58:45.794202,North,Domicile,25,Issued
2024-08-26 12:58:45.794223,North,Death,23,Issued
2024-08-27 12:58:45.794241,Central,Death,13,Issued
2024-08-10 12:58:45.794262,East,Income,29,Rejected
2024-08-02 12:58:45.794281,East,Death,19,Pending
2024-08-18 12:58:45.794298,West,Marriage,25,Issued
2024-08-16 12:58:45.794319,West,Death,12,Issued
2024-08-21 12:58:45.794336,North,Income,20,Issued
2024-08-13 12:58:45.794355,West,Caste,18,Issued
2024-08-20 12:58:45.794374,West,Marriage,10,Issued
2024-08-14 12:58:45.794392,East,Domicile,9,Pending
2024-08-23 12:58:45.794412,West,Death,15,Pending
2024-08-17 12:58:45.794435,West,Domicile,14,Rejected
2024-08-01 12:58:45.794454,North,Domicile,15,Issued
2024-08-17 12:58:45.794477,West,Marriage,9,Issued
2024-08-09 12:58:45.794496,South,Death,10,Rejected
2024-08-11 12:58:45.794514,East,Domicile,28,Issued
2024-08-19 12:58:45.794533,South,Death,15,Pending
2024-08-16 12:58:45.794551,South,Caste,8,Pending
2024-08-17 12:58:45.794571,Central,Death,26,Pending
2024-08-20 12:58:45.794590,West,Domicile,26,Issued
2024-08-26 12:58:45.794608,South,Birth,6,Pending
2024-08-25 12:58:45.794626,East,Birth,17,Pending
2024-08-05 12:58:45.794645,West,Death,19,Issued
2024-08-29 12:58:45.794665,East,Domicile,25,Issued
2024-08-01 12:58:45.794685,East,Birth,6,Issued
2024-08-27 12:58:45.794703,East,Death,1,Issued
2024-08-24 12:58:45.794722,West,Birth,26,Pending
2024-08-08 12:58:45.794740,West,Domicile,9,Pending
2024-08-09 12:58:45.794759,West,Death,22,Pending
2024-08-06 12:58:45.794777,South,Caste,13,Issued
2024-08-22 12:58:45.794797,South,Birth,9,Rejected
2024-08-19 12:58:45.794816,North,Income,15,Issued
2024-08-04 12:58:45.794840,West,Caste,3,Pending
2024-08-30 12:58:45.794859,Central,Death,24,Issued
2024-08-30 12:58:45.794877,South,Caste,16,Issued
2024-08-05 12:58:45.794898,Central,Birth,25,Rejected
2024-08-18 12:58:45.794919,West,Birth,18,Issued
2024-08-27 12:58:45.794939,Central,Domicile,9,Pending
2024-08-11 12:58:45.794957,East,Caste,26,Pending
2024-08-18 12:58:45.794976,East,Birth,22,Pending
2024-08-17 12:58:45.794994,South,Death,1,Issued
2024-08-16 12:58:45.795012,West,Marriage,15,Issued
2024-08-22 12:58:45.795031,North,Caste,25,Pending
2024-08-12 12:58:45.795049,Central,Domicile,8,Issued
2024-08-17 12:58:45.795068,South,Income,2,Pending
2024-08-19 12:58:45.795092,North,Birth,3,Issued
2024-08-08 12:58:45.795115,South,Marriage,22,Issued
2024-08-12 12:58:45.795134,Central,Marriage,19,Issued
2024-08-07 12:58:45.795156,Central,Caste,1,Issued
2024-08-13 12:58:45.795178,West,Birth,18,Issued
2024-08-19 12:58:45.795198,Central,Income,12,Rejected
2024-08-04 12:58:45.795217,West,Income,18,Issued
2024-08-27 12:58:45.795236,North,Death,15,Issued
2024-08-18 12:58:45.795256,East,Birth,16,Pending
2024-08-10 12:58:45.795274,South,Income,20,Issued
2024-08-14 12:58:45.795295,Central,Income,18,Issued
2024-08-12 12:58:45.795313,North,Income,5,Issued
2024-08-25 12:58:45.795331,Central,Birth,23,Rejected
2024-08-14 12:58:45.795350,West,Domicile,21,Issued
2024-08-15 12:58:45.795368,North,Death,9,Issued
2024-08-16 12:58:45.795386,East,Income,18,Issued
2024-08-06 12:58:45.795405,West,Caste,15,Issued
2024-08-30 12:58:45.795423,South,Marriage,12,Issued
2024-08-09 12:58:45.795444,West,Caste,4,Issued
2024-08-05 12:58:45.795462,East,Marriage,4,Issued
2024-08-10 12:58:45.795484,West,Income,3,Issued
2024-08-16 12:58:45.795503,East,Domicile,24,Rejected
2024-08-18 12:58:45.795522,Central,Domicile,27,Issued
2024-08-14 12:58:45.795542,Central,Birth,29,Issued
2024-08-08 12:58:45.795563,East,Death,23,Issued
2024-08-14 12:58:45.795583,North,Caste,17,Issued
2024-08-16 12:58:45.795601,East,Domicile,9,Pending
2024-08-11 12:58:45.795620,East,Domicile,13,Issued
2024-08-07 12:58:45.795638,South,Death,13,Issued
2024-08-17 12:58:45.795657,North,Income,25,Issued
2024-08-26 12:58:45.795675,East,Income,18,Pending
2024-08-16 12:58:45.795697,West,Domicile,17,Pending
2024-08-12 12:58:45.795716,South,Income,17,Pending
2024-08-02 12:58:45.795734,East,Death,29,Rejected
2024-08-14 12:58:45.795753,South,Marriage,4,Issued
2024-08-08 12:58:45.795771,North,Domicile,26,Issued
2024-08-18 12:58:45.795790,West,Income,20,Issued
2024-08-21 12:58:45.795809,North,Death,1,Pending
2024-08-24 12:58:45.795827,East,Death,25,Pending
2024-08-12 12:58:45.795846,South,Marriage,4,Issued
2024-08-28 12:58:45.795863,Central,Birth,6,Issued
2024-08-15 12:58:45.795882,East,Domicile,1,Issued
2024-08-01 12:58:45.795901,West,Income,16,Rejected
2024-08-13 12:58:45.795920,East,Death,11,Pending
2024-08-24 12:58:45.795941,North,Caste,7,Issued
2024-08-16 12:58:45.795966,Central,Income,20,Pending
2024-08-23 12:58:45.795984,East,Death,21,Pending
2024-08-27 12:58:45.796008,North,Marriage,14,Issued
2024-08-07 12:58:45.796029,Central,Birth,29,Pending
2024-08-07 12:58:45.796051,Central,Income,21,Issued
2024-08-13 12:58:45.796069,South,Income,27,Pending
2024-08-27 12:58:45.796090,North,Death,20,Rejected
2024-08-07 12:58:45.796108,West,Income,13,Pending
2024-08-30 12:58:45.796126,Central,Caste,20,Rejected
2024-08-24 12:58:45.796145,Central,Caste,5,Pending
2024-08-17 12:58:45.796163,North,Income,4,Issued
2024-08-25 12:58:45.796182,Central,Death,1,Issued
2024-08-15 12:58:45.796202,South,Caste,14,Issued
2024-08-24 12:58:45.796223,Central,Marriage,27,Issued
2024-08-28 12:58:45.796244,South,Marriage,2,Pending
2024-08-29 12:58:45.796262,Central,Marriage,5,Pending
2024-08-06 12:58:45.796284,West,Birth,14,Issued
2024-08-27 12:58:45.796302,Central,Death,21,Issued
2024-08-12 12:58:45.796321,South,Birth,19,Issued
2024-08-28 12:58:45.796340,East,Caste,9,Issued
2024-08-19 12:58:45.796357,South,Birth,4,Issued
2024-08-25 12:58:45.796377,South,Income,11,Issued
2024-08-08 12:58:45.796395,West,Domicile,8,Pending
2024-08-07 12:58:45.796414,East,Income,7,Issued
2024-08-20 12:58:45.796432,South,Birth,29,Issued
2024-08-09 12:58:45.796450,North,Income,13,Pending
2024-08-06 12:58:45.796470,East,Caste,2,Issued
2024-08-05 12:58:45.796488,North,Marriage,1,Pending
2024-08-06 12:58:45.796508,Central,Domicile,7,Pending
2024-08-30 12:58:45.796527,West,Domicile,12,Issued
2024-08-28 12:58:45.796545,Central,Domicile,25,Rejected
2024-08-15 12:58:45.796563,South,Birth,18,Issued
2024-08-12 12:58:45.796582,West,Death,18,Issued
2024-08-08 12:58:45.796601,East,Caste,24,Issued
2024-08-28 12:58:45.796619,South,Death,27,Pending
2024-08-04 12:58:45.796637,North,Death,25,Issued
2024-08-11 12:58:45.796656,South,Domicile,16,Issued
2024-08-01 12:58:45.796674,East,Death,20,Pending
2024-08-25 12:58:45.796701,North,Marriage,6,Issued
2024-08-19 12:58:45.796720,West,Income,1,Issued
2024-08-02 12:58:45.796739,North,Domicile,3,Issued
2024-08-12 12:58:45.796758,East,Marriage,12,Issued
2024-08-09 12:58:45.796776,North,Death,9,Issued
2024-08-07 12:58:45.796795,South,Birth,25,Issued
2024-08-01 12:58:45.796813,South,Marriage,11,Rejected
2024-08-10 12:58:45.796838,East,Domicile,17,Rejected
2024-08-03 12:58:45.796856,South,Birth,13,Issued
2024-08-04 12:58:45.796876,East,Birth,1,Issued
2024-08-29 12:58:45.796894,West,Domicile,8,Pending
2024-08-07 12:58:45.796912,West,Birth,3,Rejected
2024-08-19 12:58:45.796933,Central,Birth,25,Pending
2024-08-04 12:58:45.796951,North,Birth,4,Pending
2024-08-04 12:58:45.796971,West,Birth,18,Issued
2024-08-23 12:58:45.796989,East,Death,13,Issued
2024-08-15 12:58:45.797008,Central,Domicile,16,Issued
2024-08-24 12:58:45.797027,West,Birth,13,Issued
2024-08-17 12:58:45.797045,East,Marriage,21,Rejected
2024-08-11 12:58:45.797064,South,Income,7,Pending
2024-08-23 12:58:45.797082,Central,Marriage,21,Issued
2024-08-12 12:58:45.797101,South,Marriage,17,Rejected
2024-08-19 12:58:45.797119,Central,Caste,8,Issued
2024-08-07 12:58:45.797137,South,Marriage,17,Issued
2024-08-08 12:58:45.797156,Central,Domicile,5,Rejected
2024-08-18 12:58:45.797174,North,Death,25,Issued
2024-08-01 12:58:45.797192,Central,Death,12,Issued
2024-08-26 12:58:45.797211,North,Domicile,19,Issued
2024-08-03 12:58:45.797230,West,Death,17,Issued
2024-08-30 12:58:45.797249,West,Marriage,2,Issued
2024-08-28 12:58:45.797267,North,Caste,17,Pending
2024-08-12 12:58:45.797286,Central,Income,12,Issued
2024-08-18 12:58:45.797304,Central,Birth,17,Issued
2024-08-30 12:58:45.797324,West,Income,14,Issued
2024-08-02 12:58:45.797343,North,Marriage,1,Rejected
2024-08-23 12:58:45.797362,North,Birth,17,Issued
2024-08-05 12:58:45.797381,North,Marriage,6,Issued
2024-08-24 12:58:45.797399,North,Marriage,24,Pending
2024-08-18 12:58:45.797418,West,Caste,21,Issued
2024-08-23 12:58:45.797436,South,Marriage,7,Issued
2024-08-01 12:58:45.797455,West,Income,25,Issued
2024-08-16 12:58:45.797473,West,Income,9,Pending
2024-08-13 12:58:45.797493,South,Death,25,Issued
2024-08-18 12:58:45.797514,West,Death,27,Pending
2024-08-12 12:58:45.797533,West,Income,13,Issued
2024-08-28 12:58:45.797553,West,Marriage,15,Issued
2024-08-08 12:58:45.797572,West,Income,20,Issued
2024-08-14 12:58:45.797591,South,Marriage,19,Issued
2024-08-11 12:58:45.797611,Central,Death,6,Pending
2024-08-28 12:58:45.797631,Central,Marriage,28,Issued
